payor_plan,variant_count,row_count
CAREMARK PLAN 1192,1,1
CAREMARK PLAN 1193,1,1
CAREMARK PLAN 1194,1,1
CAREMARK PLAN 1195,1,1
CAREMARK PLAN 1196,1,1
CAREMARK PLAN 1197,1,1
CAREMARK PLAN 1198,1,1
CAREMARK PLAN 1199,1,1
CAREMARK PLAN 1200,1,1
CAREMARK PLAN 1201,1,1
CAREMARK PLAN 1202,1,1
CAREMARK PLAN 1203,1,1
CAREMARK PLAN 1204,1,1
CAREMARK PLAN 1205,1,1
CAREMARK PLAN 1206,1,1
CAREMARK PLAN 1207,1,1
CAREMARK PLAN 1208,1,1
CAREMARK PLAN 1209,1,1
CAREMARK PLAN 1210,1,1
CAREMARK PLAN 1211,1,1
CAREMARK PLAN 1212,1,1
CAREMARK PLAN 1213,1,1
CAREMARK PLAN 1214,1,1
CAREMARK PLAN 1215,1,1
CAREMARK PLAN 1216,1,1
CAREMARK PLAN 1217,1,1
CAREMARK PLAN 1218,1,1
CAREMARK PLAN 1219,1,1
CAREMARK PLAN 1220,1,1
CAREMARK PLAN 1221,1,1
CAREMARK PLAN 1222,1,1
CAREMARK PLAN 1223,1,1
CAREMARK PLAN 1226,1,1
CAREMARK PLAN 1227,1,1
CAREMARK PLAN 1228,1,1
CAREMARK PLAN 1230,1,1
CAREMARK PLAN 1231,1,1
CAREMARK PLAN 1232,1,1
CAREMARK PLAN 1233,1,1
CAREMARK PLAN 1234,1,1
CAREMARK PLAN 1235,1,1
CAREMARK PLAN 1236,1,1
CAREMARK PLAN 1237,1,1
CAREMARK PLAN 1238,1,1
CAREMARK PLAN 1239,1,1
CAREMARK PLAN 1240,1,1
CAREMARK PLAN 1241,1,1
CAREMARK PLAN 1242,1,1
CAREMARK PLAN 1243,1,1
CAREMARK PLAN 1244,1,1
CAREMARK PLAN 1245,1,1
CAREMARK PLAN 1246,1,1
CAREMARK PLAN 1247,1,1
CAREMARK PLAN 1248,1,1
CAREMARK PLAN 1249,1,1
CAREMARK PLAN 1250,1,1
CAREMARK PLAN 1251,1,1
CAREMARK PLAN 1252,1,1
CAREMARK PLAN 1253,1,1
CAREMARK PLAN 1254,1,1
CAREMARK PLAN 1255,1,1
CAREMARK PLAN 1256,1,1
CAREMARK PLAN 1257,1,1
CAREMARK PLAN 1258,1,1
CAREMARK PLAN 1259,1,1
CAREMARK PLAN 1260,1,1
CAREMARK PLAN 1261,1,1
CAREMARK PLAN 1262,1,1
CAREMARK PLAN 1263,1,1
CAREMARK PLAN 1264,1,1
CAREMARK PLAN 1265,1,1
CAREMARK PLAN 1266,1,1
CAREMARK PLAN 1267,1,1
CAREMARK PLAN 1268,1,1
CAREMARK PLAN 1269,1,1
CAREMARK PLAN 1270,1,1
CAREMARK PLAN 1271,1,1
CAREMARK PLAN 1272,1,1
CAREMARK PLAN 1273,1,1
CAREMARK PLAN 1274,1,1
CAREMARK PLAN 1275,1,1
CAREMARK PLAN 1276,1,1
CAREMARK PLAN 1277,1,1
CAREMARK PLAN 1278,1,1
CAREMARK PLAN 1279,1,1
CAREMARK PLAN 1280,1,1
CAREMARK PLAN 1281,1,1
CAREMARK PLAN 1282,1,1
CAREMARK PLAN 1283,1,1
CAREMARK PLAN 1284,1,1
CAREMARK PLAN 1285,1,1
CAREMARK PLAN 1286,1,1
CAREMARK PLAN 1287,1,1
CAREMARK PLAN 1288,1,1
CAREMARK PLAN 1289,1,1
CAREMARK PLAN 1290,1,1
CAREMARK PLAN 1291,1,1
CAREMARK PLAN 1292,1,1
CAREMARK PLAN 1293,1,1
CAREMARK PLAN 1294,1,1
CAREMARK PLAN 1296,1,1
CAREMARK PLAN 1297,1,1
CAREMARK PLAN 1298,1,1
CAREMARK PLAN 1299,1,1
CAREMARK PLAN 1300,1,1
CAREMARK PLAN 1301,1,1
CAREMARK PLAN 1318,1,1
CAREMARK PLAN 1319,1,1
CAREMARK PLAN 1320,1,1
CAREMARK PLAN 1321,1,1
CAREMARK PLAN 1322,1,1
CAREMARK PLAN 1323,1,1
CAREMARK PLAN 1324,1,1
CAREMARK PLAN 1325,1,1
CAREMARK PLAN 1326,1,1
CAREMARK PLAN 1327,1,1
CAREMARK PLAN 1328,1,1
CAREMARK PLAN 1329,1,1
CAREMARK PLAN 1330,1,1
CAREMARK PLAN 1331,1,1
CAREMARK PLAN 1332,1,1
CAREMARK PLAN 1333,1,1
CAREMARK PLAN 1334,1,1
CAREMARK PLAN 1336,1,1
CAREMARK PLAN 1337,1,1
CAREMARK PLAN 1338,1,1
CAREMARK PLAN 1339,1,1
CAREMARK PLAN 1340,1,1
CAREMARK PLAN 1341,1,1
CAREMARK PLAN 1342,1,1
CAREMARK PLAN 1343,1,1
CAREMARK PLAN 1344,1,1
CAREMARK PLAN 1345,1,1
CAREMARK PLAN 1346,1,1
CAREMARK PLAN 1347,1,1
CAREMARK PLAN 1348,1,1
CAREMARK PLAN 1349,1,1
CAREMARK PLAN 1350,1,1
CAREMARK PLAN 1351,1,1
CAREMARK PLAN 1352,1,1
CAREMARK PLAN 1353,1,1
CAREMARK PLAN 1354,1,1
CAREMARK PLAN 1355,1,1
CAREMARK PLAN 1356,1,1
CAREMARK PLAN 1357,1,1
CAREMARK PLAN 1358,1,1
CAREMARK PLAN 1359,1,1
CAREMARK PLAN 1360,1,1
CAREMARK PLAN 1361,1,1
CAREMARK PLAN 1362,1,1
CAREMARK PLAN 1363,1,1
CAREMARK PLAN 1364,1,1
CAREMARK PLAN 1365,1,1
CAREMARK PLAN 1366,1,1
CAREMARK PLAN 1367,1,1
CAREMARK PLAN 1368,1,1
CAREMARK PLAN 1369,1,1
CAREMARK PLAN 1370,1,1
CAREMARK PLAN 1371,1,1
CAREMARK PLAN 1372,1,1
CAREMARK PLAN 1373,1,1
CAREMARK PLAN 1374,1,1
CAREMARK PLAN 1375,1,1
CAREMARK PLAN 1376,1,1
CAREMARK PLAN 1377,1,1
CAREMARK PLAN 1378,1,1
CAREMARK PLAN 1379,1,1
CAREMARK PLAN 1380,1,1
CAREMARK PLAN 1382,1,1
CAREMARK PLAN 1388,1,1
CAREMARK PLAN 1390,1,1
CAREMARK PLAN 1391,1,1
CAREMARK PLAN 1392,1,1
CAREMARK PLAN 1396,1,1
CAREMARK PLAN 1397,1,1
CAREMARK PLAN 1399,1,1
CAREMARK PLAN 1402,1,1
CAREMARK PLAN 1413,1,1
CAREMARK PLAN 1415,1,1
CAREMARK PLAN 1416,1,1
CAREMARK PLAN 1417,1,1
CAREMARK PLAN 1418,1,1
CAREMARK PLAN 1419,1,1
CAREMARK PLAN 1420,1,1
CAREMARK PLAN 1421,1,1
CAREMARK PLAN 1422,1,1
CAREMARK PLAN 1423,1,1
CAREMARK PLAN 1432,1,1
CAREMARK PLAN 1433,1,1
CAREMARK PLAN 1446,1,1
CAREMARK PLAN 1447,1,1
CAREMARK PLAN 1448,1,1
CAREMARK PLAN 1449,1,1
CAREMARK PLAN 1450,1,1
CAREMARK PLAN 1451,1,1
CAREMARK PLAN 1452,1,1
CAREMARK PLAN 1453,1,1
CAREMARK PLAN 1455,1,1
CAREMARK PLAN 1456,1,1
CAREMARK PLAN 1459,1,1
CAREMARK PLAN 1460,1,1
CAREMARK PLAN 1464,1,1
CAREMARK PLAN 1465,1,1
CAREMARK PLAN 1466,1,1
CAREMARK PLAN 1467,1,1
CAREMARK PLAN 1468,1,1
CAREMARK PLAN 1469,1,1
CAREMARK PLAN 1470,1,1
CAREMARK PLAN 1471,1,1
CAREMARK PLAN 1473,1,1
CAREMARK PLAN 1474,1,1
CAREMARK PLAN 1475,1,1
CAREMARK PLAN 1476,1,1
CAREMARK PLAN 1477,1,1
CAREMARK PLAN 1478,1,1
CAREMARK PLAN 1479,1,1
CAREMARK PLAN 1480,1,1
CAREMARK PLAN 1481,1,1
CAREMARK PLAN 1482,1,1
CAREMARK PLAN 1483,1,1
CAREMARK PLAN 1484,1,1
CAREMARK PLAN 1485,1,1
CAREMARK PLAN 1486,1,1
CAREMARK PLAN 1487,1,1
CAREMARK PLAN 1488,1,1
CAREMARK PLAN 1489,1,1
CAREMARK PLAN 1490,1,1
CAREMARK PLAN 1491,1,1
CAREMARK PLAN 1492,1,1
CAREMARK PLAN 1493,1,1
CAREMARK PLAN 1494,1,1
CAREMARK PLAN 1496,1,1
CAREMARK PLAN 1497,1,1
CAREMARK PLAN 1498,1,1
CAREMARK PLAN 1500,1,1
CAREMARK PLAN 1501,1,1
CAREMARK PLAN 1502,1,1
CAREMARK PLAN 1503,1,1
CAREMARK PLAN 1504,1,1
CAREMARK PLAN 1505,1,1
CAREMARK PLAN 1506,1,1
CAREMARK PLAN 1508,1,1
CAREMARK PLAN 1509,1,1
CAREMARK PLAN 1510,1,1
CAREMARK PLAN 1511,1,1
CAREMARK PLAN 1546,1,1
CAREMARK (PROC-UNSP),1,1
CARE MEDIA HOLDINGS CORP,1,1
CAREMORE CAL MEDICONNECT (CA),1,1
CAREMORE CARE TO YOU (AZ),1,1
CAREMORE CLASSIC (AZ),1,1
CAREMORE COPD (AZ),1,1
CAREMORE DIABETES (AZ),1,1
CAREMORE HEART CARE (AZ),1,1
CAREMORE MED ADV GENERAL (CA),1,1
CAREMORE RELIANCE (CA),1,1
CAREMORE SMART VALUE (AZ),1,1
CARE N CARE CHOICE PREMIUM (TX),1,1
CARE N CARE MED ADV GNRL (TX),1,1
CAREONE (FL),1,1
CAREOREGON ADVANTAGE PLUS (OR),1,1
CAREOREGON ADVANTAGE STAR (OR),1,1
CAREOREGON MED ADV GNRL,1,1
CARE OREGON UNSPECIFIED,1,1
CAREPLUS MEDICARE ADV GNRL (FL),1,1
CAREPOINT GUARDIAN SNP (NJ),1,1
CAREPOINT MED ADV GNRL (NJ),1,1
CARESOURCE ADV (OH),1,1
CARESOURCE GOLD (OH),1,1
CARESOURCE HEALTH PLAN (GA),1,1
CARESOURCE HEALTH PLAN (IN),1,1
CARESOURCE HEALTH PLAN (OH),1,1
CARESOURCE HIX GNRL,1,1
CARESOURCE HLTH PLAN UNSPECIFIED,1,1
CARESOURCE (KY),1,1
CARESOURCE MED ADV GENERAL,1,1
CARE SOURCE MED ADV GENERAL (OR),1,1
CARESOURCE MED ADV GNRL (IN),1,1
CARESOURCE MED ADV GNRL (KY),1,1
CARESOURCE MYCARE DUAL (OH),1,1
CARESOURCE MYCARE (OH),1,1
CARE WISCONSIN HEALTH PLAN (WI),1,1
CARGILL INCORPORATED,1,1
CARLSON COMPANIES INC,1,1
CARMAX,1,1
CARMEUSE,1,1
CARNEGIE MELLON UNIVERSITY (PA),1,1
CAROLINA ACCESS (SC),1,1
CAROLINA MED ADV GNRL (SC),1,1
CAROLINAS HOSPITAL SYSTEM (SC),1,1
CAROLL COUNTY PUBLIC SCHOOLS(MD),1,1
CARPENTER CORPORATION,1,1
CARPENTER TRUST OF W WA/CTWW(WA),1,1
CARPENTER TRUST W WA RETIREE(WA),1,1
CARP TRUST W WA PDP (WA),1,1
CARROLL CNTY GOVT (MD),1,1
CASCADE HEALTH ALLIANCE CCO (OR),1,1
CA SCHOOLS VEBA (CA),1,1
CASE WESTERN RESERVE STUDENT(OH),1,1
CASE WESTERN RESERVE UNIV (OH),1,1
CASH,1,1
CASINO AZTAR (IN),1,1
CA STATE PRICING PROGRAM (CA),1,1
CATALYST EGWP GENERAL,1,1
CATALYST EGWP PLAN 0002,1,1
CATALYST/HLTHXTRAS MED D GENERAL,1,1
CATALYST RX/HLTHEXTRA PLAN 0007,1,1
CATALYST RX/HLTHEXTRA PLAN 0008,1,1
CATALYST RX/HLTHEXTRA PLAN 0009,1,1
CATALYST RX/HLTHEXTRA PLAN 0011,1,1
CATALYST RX/HLTHEXTRA PLAN 0019,1,1
CATALYST RX/HLTHEXTRA PLAN 0020,1,1
CATALYST RX/HLTHEXTRA PLAN 0021,1,1
CATALYST RX/HLTHEXTRA PLAN 0022,1,1
CATALYST RX/HLTHEXTRA PLAN 0023,1,1
CATALYST RX/HLTHEXTRA PLAN 0030,1,1
CATALYST RX/HLTHEXTRA PLAN 0031,1,1
CATALYST RX/HLTHEXTRA PLAN 0038,1,1
CATALYST RX/HLTHEXTRA PLAN 0043,1,1
CATALYST RX/HLTHEXTRA PLAN 0044,1,1
CATALYST RX/HLTHEXTRA PLAN 0047,1,1
CATALYST RX/HLTHEXTRA PLAN 0049,1,1
CATALYST RX/HLTHEXTRA PLAN 0050,1,1
CATALYST RX/HLTHEXTRA PLAN 0051,1,1
CATALYST RX/HLTHEXTRA PLAN 0052,1,1
CATALYST RX/HLTHEXTRA PLAN 0053,1,1
CATALYST RX/HLTHEXTRA PLAN 0057,1,1
CATALYST RX/HLTHEXTRA PLAN 0058,1,1
CATALYST RX/HLTHEXTRA PLAN 0061,1,1
CATALYST RX/HLTHEXTRA PLAN 0062,1,1
CATALYST RX/HLTHEXTRA PLAN 0064,1,1
CATALYST RX/HLTHEXTRA PLAN 0065,1,1
CATALYST RX/HLTHEXTRA PLAN 0070,1,1
CATALYST RX/HLTHEXTRA PLAN 0072,1,1
CATALYST RX/HLTHEXTRA PLAN 0074,1,1
CATALYST RX/HLTHEXTRA PLAN 0077,1,1
CATALYST RX/HLTHEXTRA PLAN 0078,1,1
CATALYST RX/HLTHEXTRA PLAN 0079,1,1
CATALYST RX/HLTHEXTRA PLAN 0080,1,1
CATALYST RX/HLTHEXTRA PLAN 0089,1,1
CATALYST RX/HLTHEXTRA PLAN 0094,1,1
CATALYST RX/HLTHEXTRA PLAN 0109,1,1
CATALYST RX/HLTHEXTRA PLAN 0116,1,1
CATALYST RX/HLTHEXTRA PLAN 0119,1,1
CATALYST RX/HLTHEXTRA PLAN 0121,1,1
CATALYST RX/HLTHEXTRA PLAN 0182,1,1
CATALYST RX WORKERS COMP,1,1
CATALYST SCRIPTS DISCOUNT CARD,1,1
CATAMARAN MEDICARE D GENERAL,1,1
CATAMARAN PLAN 0015,1,1
CATAMARAN PLAN 0024,1,1
CATAMARAN PLAN 0027,1,1
CATAMARAN PLAN 0028,1,1
CATAMARAN PLAN 0033,1,1
CATAMARAN PLAN 0039,1,1
CATAMARAN PLAN 0040,1,1
CATAMARAN PLAN 0044,1,1
CATAMARAN PLAN 0046,1,1
CATAMARAN PLAN 0049,1,1
CATAMARAN PLAN 0050,1,1
CATAMARAN PLAN 0053,1,1
CATASTROPHIC ILLNESS PROG,1,1
CA TEACHERS ASSOCIATION EES (CA),1,1
CATERPILLAR INC,1,1
CATHOLIC HEALTH INITIATIVES,1,1
CATHOLIC MUTUAL GROUP,1,1
CATSKILL AREA SCH EE PLAN (NY),1,1
CATTARAUGUS COUNTY (NY),1,1
CAYUGA ONONDAGA AREA SCHOOL (NY),1,1
CBA/EBPA,1,1
CBCA PLAN 0002,1,1
CBCA (PROC-UNSP),1,1
CBC MEDICARE D GENERAL,1,1
CB-I/CHICAGO BRIDGE AND IRON CO,1,1
CB&I SHAW,1,1
CBIZ,1,1
CBS CORPORATION,1,1
CCA MASSHEALTH (MA),1,1
CCA ONE CARE (MA),1,1
CCA SR CARE OPTIONS (MA),1,1
CCCSIG WORKERS COMP (CA),1,1
CCHP HIX GNRL,1,1
CCHP HIX HMO GNRL,1,1
CCHP MED ADV GENERAL (CA),1,1
CCMSI,1,1
CCRX BASIC (AK),1,1
CCRX BASIC (AL),1,1
CCRX BASIC (AR),1,1
CCRX BASIC (AZ),1,1
CCRX BASIC (CA),1,1
CCRX BASIC (CO),1,1
CCRX BASIC (CT),1,1
CCRX BASIC (DC),1,1
CCRX BASIC (DE),1,1
CCRX BASIC (FL),1,1
CCRX BASIC (GA),1,1
CCRX BASIC (HI),1,1
CCRX BASIC (IA),1,1
CCRX BASIC (ID),1,1
CCRX BASIC (IL),1,1
CCRX BASIC (IN),1,1
CCRX BASIC (KS),1,1
CCRX BASIC (KY),1,1
CCRX BASIC (LA),1,1
CCRX BASIC (MA),1,1
CCRX BASIC (MD),1,1
CCRX BASIC (ME),1,1
CCRX BASIC MED PDP GENERAL,1,1
CCRX BASIC (MI),1,1
CCRX BASIC (MN),1,1
CCRX BASIC (MO),1,1
CCRX BASIC (MS),1,1
CCRX BASIC (MT),1,1
CCRX BASIC (NC),1,1
CCRX BASIC (ND),1,1
CCRX BASIC (NE),1,1
CCRX BASIC (NH),1,1
CCRX BASIC (NJ),1,1
CCRX BASIC (NM),1,1
CCRX BASIC (NV),1,1
CCRX BASIC (NY),1,1
CCRX BASIC (OH),1,1
CCRX BASIC (OK),1,1
CCRX BASIC (OR),1,1
CCRX BASIC (PA),1,1
CCRX BASIC (PR),1,1
CCRX BASIC (RI),1,1
CCRX BASIC (SC),1,1
CCRX BASIC (SD),1,1
CCRX BASIC (TN),1,1
CCRX BASIC (TX),1,1
CCRX BASIC (UT),1,1
CCRX BASIC (VA),1,1
CCRX BASIC (VT),1,1
CCRX BASIC (WA),1,1
CCRX BASIC (WI),1,1
CCRX BASIC (WV),1,1
CCRX BASIC (WY),1,1
CCRX CHOICE (AK),1,1
CCRX CHOICE (AL),1,1
CCRX CHOICE (AR),1,1
CCRX CHOICE (AZ),1,1
CCRX CHOICE (CA),1,1
CCRX CHOICE (CO),1,1
CCRX CHOICE (CT),1,1
CCRX CHOICE (DC),1,1
CCRX CHOICE (DE),1,1
CCRX CHOICE (FL),1,1
CCRX CHOICE (GA),1,1
CCRX CHOICE (HI),1,1
CCRX CHOICE (IA),1,1
CCRX CHOICE (ID),1,1
CCRX CHOICE (IL),1,1
CCRX CHOICE (IN),1,1
CCRX CHOICE (KS),1,1
CCRX CHOICE (KY),1,1
CCRX CHOICE (LA),1,1
CCRX CHOICE (MA),1,1
CCRX CHOICE (MD),1,1
CCRX CHOICE (ME),1,1
CCRX CHOICE MED PDP GENERAL,1,1
CCRX CHOICE (MI),1,1
CCRX CHOICE (MN),1,1
CCRX CHOICE (MO),1,1
CCRX CHOICE (MS),1,1
CCRX CHOICE (MT),1,1
CCRX CHOICE (NC),1,1
CCRX CHOICE (ND),1,1
CCRX CHOICE (NE),1,1
CCRX CHOICE (NH),1,1
CCRX CHOICE (NJ),1,1
CCRX CHOICE (NM),1,1
CCRX CHOICE (NV),1,1
CCRX CHOICE (NY),1,1
CCRX CHOICE (OH),1,1
CCRX CHOICE (OK),1,1
CCRX CHOICE (OR),1,1
CCRX CHOICE (PA),1,1
CCRX CHOICE (RI),1,1
CCRX CHOICE (SC),1,1
CCRX CHOICE (SD),1,1
CCRX CHOICE (TN),1,1
CCRX CHOICE (TX),1,1
CCRX CHOICE (UT),1,1
CCRX CHOICE (VA),1,1
CCRX CHOICE (VT),1,1
CCRX CHOICE (WA),1,1
CCRX CHOICE (WI),1,1
CCRX CHOICE (WV),1,1
CCRX CHOICE (WY),1,1
CCRX GOLD (AK),1,1
CCRX GOLD (AL),1,1
CCRX GOLD (AR),1,1
CCRX GOLD (AZ),1,1
CCRX GOLD (CA),1,1
CCRX GOLD (CO),1,1
CCRX GOLD (CT),1,1
CCRX GOLD (DC),1,1
CCRX GOLD (DE),1,1
CCRX GOLD (FL),1,1
CCRX GOLD (GA),1,1
CCRX GOLD (HI),1,1
CCRX GOLD (IA),1,1
CCRX GOLD (ID),1,1
CCRX GOLD (IL),1,1
CCRX GOLD (IN),1,1
CCRX GOLD (KS),1,1
CCRX GOLD (KY),1,1
CCRX GOLD (LA),1,1
CCRX GOLD (MA),1,1
CCRX GOLD (MD),1,1
CCRX GOLD (ME),1,1
CCRX GOLD MED PDP GENERAL,1,1
CCRX GOLD (MI),1,1
CCRX GOLD (MN),1,1
CCRX GOLD (MO),1,1
CCRX GOLD (MS),1,1
CCRX GOLD (MT),1,1
CCRX GOLD (NC),1,1
CCRX GOLD (ND),1,1
CCRX GOLD (NE),1,1
CCRX GOLD (NH),1,1
CCRX GOLD (NJ),1,1
CCRX GOLD (NM),1,1
CCRX GOLD (NV),1,1
CCRX GOLD (NY),1,1
CCRX GOLD (OH),1,1
CCRX GOLD (OK),1,1
CCRX GOLD (OR),1,1
CCRX GOLD (PA),1,1
CCRX GOLD (RI),1,1
CCRX GOLD (SC),1,1
CCRX GOLD (SD),1,1
CCRX GOLD (TN),1,1
CCRX GOLD (TX),1,1
CCRX GOLD (UT),1,1
CCRX GOLD (VA),1,1
CCRX GOLD (VT),1,1
CCRX GOLD (WA),1,1
CCRX GOLD (WI),1,1
CCRX GOLD (WV),1,1
CCRX GOLD (WY),1,1
CCRX MED PDP GENERAL,1,1
CCRX MED PDP GENERAL (AK),1,1
CCRX MED PDP GENERAL (AL),1,1
CCRX MED PDP GENERAL (AR),1,1
CCRX MED PDP GENERAL (AZ),1,1
CCRX MED PDP GENERAL (CA),1,1
CCRX MED PDP GENERAL (CO),1,1
CCRX MED PDP GENERAL (CT),1,1
CCRX MED PDP GENERAL (DC),1,1
CCRX MED PDP GENERAL (DE),1,1
CCRX MED PDP GENERAL (FL),1,1
CCRX MED PDP GENERAL (GA),1,1
CCRX MED PDP GENERAL (HI),1,1
CCRX MED PDP GENERAL (IA),1,1
CCRX MED PDP GENERAL (ID),1,1
CCRX MED PDP GENERAL (IL),1,1
CCRX MED PDP GENERAL (IN),1,1
CCRX MED PDP GENERAL (KS),1,1
CCRX MED PDP GENERAL (KY),1,1
CCRX MED PDP GENERAL (LA),1,1
CCRX MED PDP GENERAL (MA),1,1
CCRX MED PDP GENERAL (MD),1,1
CCRX MED PDP GENERAL (ME),1,1
CCRX MED PDP GENERAL (MI),1,1
CCRX MED PDP GENERAL (MN),1,1
CCRX MED PDP GENERAL (MO),1,1
CCRX MED PDP GENERAL (MS),1,1
CCRX MED PDP GENERAL (MT),1,1
CCRX MED PDP GENERAL (NC),1,1
CCRX MED PDP GENERAL (ND),1,1
CCRX MED PDP GENERAL (NE),1,1
CCRX MED PDP GENERAL (NH),1,1
CCRX MED PDP GENERAL (NJ),1,1
CCRX MED PDP GENERAL (NM),1,1
CCRX MED PDP GENERAL (NV),1,1
CCRX MED PDP GENERAL (NY),1,1
CCRX MED PDP GENERAL (OH),1,1
CCRX MED PDP GENERAL (OK),1,1
CCRX MED PDP GENERAL (OR),1,1
CCRX MED PDP GENERAL (PA),1,1
CCRX MED PDP GENERAL (PR),1,1
CCRX MED PDP GENERAL (RI),1,1
CCRX MED PDP GENERAL (SC),1,1
CCRX MED PDP GENERAL (SD),1,1
CCRX MED PDP GENERAL (TN),1,1
CCRX MED PDP GENERAL (TX),1,1
CCRX MED PDP GENERAL (UT),1,1
CCRX MED PDP GENERAL (VA),1,1
CCRX MED PDP GENERAL (VI),1,1
CCRX MED PDP GENERAL (VT),1,1
CCRX MED PDP GENERAL (WA),1,1
CCRX MED PDP GENERAL (WI),1,1
CCRX MED PDP GENERAL (WV),1,1
CCRX MED PDP GENERAL (WY),1,1
CDK GLOBAL,1,1
CDPHP FAMILY HEALTH PLUS (NY),1,1
CDPHP HIX HMO GNRL,1,1
CDPHP MED ADV GENERAL (NY),1,1
CDPHP MEDICAID GENERAL (NY),1,1
CDPHP MEDICARE CHOICE RX (NY),1,1
CDS GROUP HEALTH,1,1
CDW LLC,1,1
CEBCO (OH),1,1
CEDARS-SINAI MEDICAL CENTER (CA),1,1
CELEBREX/PFIZER,1,1
CELGENE CORP,1,1
CELTICARE HEALTH PLAN (MA),1,1
CELTICARE SELECT PPO PLAN,1,1
CEMENT AND CONCRETE WORKERS (NY),1,1
CEMEX INC,1,1
CENCAL HEALTH UNSP,1,1
CENPATICO BEHAVIORAL HEALTH (AZ),1,1
CENTENE CORP EMPLOYEES,1,1
CENTENE CORPORATION UNSPECIFIED,1,1
CENTENE HIX EPO GNRL (FL),1,1
CENTENE HIX EPO GNRL (IN),1,1
CENTENE HIX EPO GNRL (MO),1,1
CENTENE HIX EPO GNRL (NH),1,1
CENTENE HIX EPO GNRL (TX),1,1
CENTENE HIX HMO GNRL (GA),1,1
CENTENE HIX HMO GNRL (IL),1,1
CENTENE HIX HMO GNRL (KS),1,1
CENTENE HIX HMO GNRL (MA),1,1
CENTENE HIX HMO GNRL (MS),1,1
CENTENE HIX HMO GNRL (NV),1,1
CENTENE HIX HMO GNRL (OH),1,1
CENTENE HIX HMO GNRL (WA),1,1
CENTENE HIX PPO GNRL (AR),1,1
CENTERLIGHT DIRECT COMPLETE (NY),1,1
CENTERLIGHT HEALTHCARE PACE (NY),1,1
CENTER PLAN MED ADV GNRL (NY),1,1
CENTERPOINT ENERGY INC,1,1
CENTEX CORPORATION,1,1
CENTRA HEALTH (VA),1,1
CENTRAL HEALTH FOCUS PLAN (CA),1,1
CENTRAL HEALTH MEDICARE (CA),1,1
CENTRAL HEALTH MEDI-MEDI (CA),1,1
CENTRAL HEALTH PREMIER (CA),1,1
CENTRAL INSURANCE COMPANIES,1,1
CENTRAL MICHIGAN UNIVERSITY (MI),1,1
CENTRAL VALLEY SCHOOLS TRST (CA),1,1
CENTRO (NY),1,1
CENTRUS ENERGY CORP,1,1
CENTURA HEALTH,1,1
CENTURY ALUMINUM COMPANY,1,1
CENTURY FURNITURE INDUSTRIES(NC),1,1
CENTURYLINK,1,1
CENVEO,1,1
CERES HEALTH CARE INC (OH),1,1
CF AND I RETIREES VEBA BNFT PLAN,1,1
CF INDUSTRIES,1,1
CGHC HIX PPO GENERAL,1,1
CH2M HILL COMPANIES,1,1
CHA HEALTH (KY),1,1
CHANGE HEALTHCARE PLAN 0002,1,1
CHANGE HEALTHCARE PLAN 0007,1,1
CHANGE HEALTHCARE PLAN 0008,1,1
CHANGE HEALTHCARE PLAN 0010,1,1
CHANGE HEALTHCARE PLAN 0011,1,1
CHANGE HEALTHCARE PLAN 0015,1,1
CHANGE HEALTHCARE PLAN 0016,1,1
CHANGE HEALTHCARE PLAN 0017,1,1
CHANGE HEALTHCARE PLAN 0018,1,1
CHANGE HEALTHCARE PLAN 0019,1,1
CHANGE HEALTHCARE PLAN 0020,1,1
CHANGE HEALTHCARE PLAN 0021,1,1
CHANGE HEALTHCARE PLAN 0022,1,1
CHANGE HEALTHCARE PLAN 0023,1,1
CHANGE HEALTHCARE PLAN 0025,1,1
CHANGE HEALTHCARE PLAN 0026,1,1
CHANGE HEALTHCARE PLAN 0027,1,1
CHANGE HEALTHCARE PLAN 0028,1,1
CHANGE HEALTHCARE PLAN 0029,1,1
CHANGE HEALTHCARE PLAN 0030,1,1
CHANGE HEALTHCARE PLAN 0031,1,1
CHANGE HEALTHCARE PLAN 0032,1,1
CHANGE HEALTHCARE PLAN 0036,1,1
CHANGE HEALTHCARE PLAN 0039,1,1
CHANGE HEALTHCARE PLAN 0040,1,1
CHANGE HEALTHCARE PLAN 0041,1,1
CHANGE HEALTHCARE PLAN 0045,1,1
CHANGE HEALTHCARE PLAN 0057,1,1
CHANGE HEALTHCARE PLAN 0061,1,1
CHANGE HEALTHCARE PLAN 0064,1,1
CHANGE HEALTHCARE PLAN 0065,1,1
CHANGE HEALTHCARE PLAN 0066,1,1
CHANGE HEALTHCARE PLAN 0068,1,1
CHANGE HEALTHCARE PLAN 0069,1,1
CHANGE HEALTHCARE PLAN 0070,1,1
CHANGE HEALTHCARE PLAN 0071,1,1
CHANGE HEALTHCARE PLAN 0072,1,1
CHANGE HEALTHCARE PLAN 0073,1,1
CHANGE HEALTHCARE PLAN 0077,1,1
CHANGE HEALTHCARE PLAN 0081,1,1
CHANGE HEALTHCARE PLAN 0082,1,1
CHANGE HEALTHCARE PLAN 0083,1,1
CHANGE HEALTHCARE PLAN 0086,1,1
CHANGE HEALTHCARE PLAN 0087,1,1
CHANGE HEALTHCARE PLAN 0089,1,1
CHANGE HEALTHCARE PLAN 0090,1,1
CHANGE HEALTHCARE PLAN 0092,1,1
CHANGE HEALTHCARE PLAN 0093,1,1
CHANGE HEALTHCARE PLAN 0095,1,1
